	time_add_tnf	duration_add_tnf	concentration_tnf
0	247.0	9.0	0.031783207704883354
1	247.0	9.0	0.038875248488288855
2	247.0	9.0	0.04189179574215099
3	247.0	9.0	0.04323130978462247
4	247.0	9.0	0.049182427294106434
5	247.0	12.0	0.031783207704883354
6	247.0	12.0	0.038875248488288855
7	256.0	9.0	0.038875248488288855
8	259.0	9.0	0.038875248488288855
9	321.1430134362797	6.69363632129519	0.0511413559165072
10	323.8297888937359	9.989806903687416	0.05837847174791338
11	335.1213785810923	17.68907406263994	0.03162624204013706
12	337.41635193208293	13.77883647985018	0.05525136254275958
13	341.0454484520244	17.733336397930213	0.029446756091144097
14	342.8951761616179	15.1426047539393	0.04580854652401759
15	344.5941798754073	27.0234625625091	0.03759048234203363
16	368.4930662377639	10.68680451936577	0.07110588750019824
17	370.512741322734	13.570287092321024	0.05956215348941026
18	371.7574932705276	9.799799938241192	0.05220728769021485
19	372.7230804162489	15.3807320629211	0.05915165482517826
20	375.4689300063848	14.86940817456184	0.0714682570843624
21	378.951987815403	5.0	0.05062925294185928
22	385.03636491030164	10.876000550938757	0.11630435115361182
23	387.70928656730365	20.213677057351347	0.03951484033432056
24	400.5056480598717	14.48907429678942	0.08779630927583355
25	403.0	9.0	0.038875248488288855
26	403.0	9.0	0.04189179574215099
27	409.0	8.0	0.07624637915024836
28	409.0	9.0	0.07624637915024836
29	409.29407538298716	10.499891704325302	0.0714409444207794
